"Name","m/z","RT [min]","HMDB","KEGG","Super_Class","Class","Sub_Class","log2FC_Processing_1","log2FC_Processing_2","log2FC_Processing_3","log2FC_Processing_4","PC1","PC2","Strength_PC1_PC2","Rank_Strength"
"2-hydroxy-6-(10-phenyldecyl)benzoic acid",353.21213,8.008,"","","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives",NA,NA,NA,NA,0.0121436305747041,0.0166602071634501,0.0206162621797445,1530
"3,10-dihydroxy-5-methyl-12-methylidene-7-azaheptacyclo[9.6.2.0,.0,.0,.0,.0,]nonadecan-19-yl acetate",370.20169,8.335,"","","Unknown","","",NA,NA,NA,NA,0.0205721560009474,0.000471877745645398,0.0205775671821075,1531
"Microcarbonin A",367.263,9.068,"","","Benzenoids","Phenols","Benzenediols",NA,NA,NA,NA,0.0203608975545371,0.00289859981851887,0.0205661865724853,1532
"(2S,3R,3aR,6S,7R,7aS)-2-[(1R)-1-hydroxy-3-methylbutyl]-3,6-dimethyl-3,3a,4,5,7,7a-hexahydro-2H-1-benzofuran-6,7-diol",271.1907,6.653,"","","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids",NA,NA,NA,NA,0.0198947696322301,0.00499177043201909,0.0205114512106161,1533
"Arthrobotrisin B 7-acetonide",451.2728,8.753,"","","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids",NA,NA,NA,NA,-0.00629478129714218,0.0194997857622149,0.0204906299647212,1534
"Tridecanamide",214.21606,7.417,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides",NA,NA,NA,NA,-0.0192906752895382,-0.00684474414185012,0.0204690174530629,1535
"(+)-17-O-Acetylnortetraphyllicine",335.17227,8.053,"","","Unknown","","",NA,NA,NA,NA,0.0183370297805183,0.00903676484779412,0.020442841781072,1536
"Atalaphylline",378.17358,8.292,"","C10645","Organoheterocyclic compounds","Quinolines and derivatives","Benzoquinolines",NA,NA,NA,NA,-0.0129551231012598,-0.0157852853888957,0.0204208337091726,1537
"N-isopentyltridecanamide",284.29404,7.524,"","","Organic acids and derivatives","Carboximidic acids and derivatives","Carboximidic acids",NA,NA,NA,NA,0.0201964699832515,0.0027253849016538,0.0203795270466844,1538
"Crooksidine",297.20694,6.76,"","","Organoheterocyclic compounds","Indoles and derivatives","Tryptamines and derivatives",NA,NA,NA,NA,-0.0199057100098793,-0.00426672518792446,0.0203578543767922,1539
"Docosanamide",340.35709,9.333,"HMDB0000583","","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides",NA,NA,NA,NA,0.0124263924173558,-0.0161182173771241,0.0203522028273685,1540
"Norquandrangularic acid D",487.30676,4.19,"","","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids",NA,NA,NA,NA,-0.00916047908592331,0.0181709474282436,0.0203493908391291,1541
"Oleamide",282.27933,9.253,"HMDB0002117","C19670","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides",NA,NA,NA,NA,-0.0202609191174901,-0.00125161680933554,0.0202995415742053,1542
"2-cyclohexylbut-2-enoic acid",169.12245,4.488,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,-0.0144006868632614,-0.0142539873823653,0.0202621800019232,1543
"10-methoxy-8-oxapentacyclo[10.6.2.0,.0,.0,]icosa-1(18),2(7),3,5,9(19),10,12(20),14,16-nonaen-13-one",301.08923,6.787,"","","Unknown","","",NA,NA,NA,NA,0.000530019411388299,-0.0202020787826916,0.0202090303507746,1544
"N-Cyclohexylformamide",128.10661,8.93,"HMDB0255105","C11519","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives",NA,NA,NA,NA,0.0145408931356356,0.0140220434224261,0.0202003780885997,1545
"8-propionyl caprylic acid",201.14886,4.891,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,-0.0168671367121091,-0.0110960645738641,0.0201896743384419,1546
"Fluvirucin B6",485.3588,9.153,"","","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates",NA,NA,NA,NA,-0.00286772475681075,-0.0199841674773477,0.0201888780035818,1547
"(2s,3r,4s,5s,6r)-2-{[(1s,4r,6r,7s)-7-hydroxy-1,3,3-trimethyl-2-oxabicyclo[2.2.2]octan-6-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol",349.18384,3.659,"","","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates",NA,NA,NA,NA,0.00561096639374088,0.0193644660626743,0.0201609893051942,1548
"5-Carboxymethyl-2-Propylchromone",245.08124,5.002,"","","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans",NA,NA,NA,NA,0.00918490536470257,0.0179075199207633,0.0201256492136546,1549
"(2s,3r,4s,5s,6r)-2-{[(3s,6e)-3,7-dimethyloctadeca-1,6-dien-3-yl]oxy}-6-(hydroxymethyl)oxane-3,4,5-triol",457.3501,9.212,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acyl glycosides",NA,NA,NA,NA,0.0171875300828748,-0.0104016592236683,0.0200899403920233,1550
"Gymnamide",224.20044,8.29,"","","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives",NA,NA,NA,NA,-0.0200506438296402,0.00106424295219954,0.0200788677729695,1551
"(1r,4ar,6as,6br,8ar,10s,12ar,12br,14br)-1,4a,6a,6b,9,9,12a-heptamethyl-2,3,4,5,6,7,8,8a,10,11,12,12b,13,14b-tetradecahydropicene-1,10-diol",429.37338,8.122,"","","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols",NA,NA,NA,NA,-0.0198548504486671,0.00283303418708664,0.020055950963346,1552
"Cephalosporolide J",217.10437,2.361,"","","Organoheterocyclic compounds","Lactones","",NA,NA,NA,NA,0.0133550129288739,0.0149367721924669,0.0200365549399102,1553
"(1R)-1-[(1R)-1-hydroxyethyl]-1,3-dihydro-2-benzofuran-4-ol",179.07155,5.691,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols",NA,NA,NA,NA,-0.0189852145267832,0.00613824460273496,0.0199528548691907,1554
"3alpha,7alpha,12alpha,23-Tetrahydroxy-5beta-cholestan-26-oic acid",465.32516,8.294,"","","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives",NA,NA,NA,NA,0.00297519872014696,-0.0197190741322036,0.0199422589506732,1555
"Methylene-Bis-Methylphlorobutyrophenone",431.16925,6.23,"","","Benzenoids","Benzene and substituted derivatives","Diphenylmethanes",NA,NA,NA,NA,0.019273934276748,-0.00502412002496192,0.0199179899721238,1556
"Penicixanthene B",341.14282,8.939,"","","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans",NA,NA,NA,NA,-0.0166321510912194,0.010958044641583,0.0199175096909246,1557
"Chlorophene",217.04243,4.729,"HMDB0245035","","Benzenoids","Benzene and substituted derivatives","Diphenylmethanes",NA,NA,NA,NA,0.0189852375161161,0.00567201524949692,0.0198144139588802,1558
"(4ar,8ar)-1-methylidene-7-(propan-2-ylidene)-octahydronaphthalene",191.17938,8.92,"","","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids",NA,NA,NA,NA,0.0187768344667739,-0.00626198481233698,0.0197934829270285,1559
"9-amino-nonanoic acid",174.14853,4.105,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,0.0179717884767493,-0.0082903244069814,0.0197917826338612,1560
"(2s,4ar,6as,6br,8ar,10s,12ar,12br,14bs)-10-hydroxy-2,6a,6b,9,9,12a-hexamethyl-1,3,4,5,6,7,8,8a,10,11,12,12b,13,14b-tetradecahydropicene-2,4a-dicarboxylic acid",485.3269,6.801,"","","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids",NA,NA,NA,NA,-0.00651471549103322,-0.0186256731900438,0.0197321367244256,1561
"(5S,6S)-5-methyl-6-[(2E,4E,6E)-octa-2,4,6-trien-2-yl]oxane-2,4-dione",235.13286,6.747,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty alcohols",NA,NA,NA,NA,0.00648455314250876,0.0186009984837594,0.019698897787715,1562
"2-Propan-2-Ylidenepentanedioic Acid",171.06631,4.408,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,-0.00662980341050927,-0.0185433725571275,0.0196929164689852,1563
"3,3a,7,7-tetramethyl-6,7-dihydro-3aH-indene",175.1481,8.367,"","","Hydrocarbons","Unsaturated hydrocarbons","Branched unsaturated hydrocarbons",NA,NA,NA,NA,0.0196360064647305,0.000438247643838131,0.0196408963868828,1564
"Gibberellin A103",313.14401,6.513,"","","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids",NA,NA,NA,NA,0.00731139409686161,-0.0182225204303126,0.0196345800686642,1565
"Xanthoxylin",195.0874,8.511,"HMDB0029645","C10726","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds",NA,NA,NA,NA,0.0193073157387716,0.00352274260033701,0.0196260580979688,1566
"2E,13Z-Octadecadienal",265.25226,8.821,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty aldehydes",NA,NA,NA,NA,0.0147751553109449,0.0129138223366137,0.0196232520700358,1567
"N-Butylbutan-1-Amine",130.15874,3.616,"","","Organic nitrogen compounds","Organonitrogen compounds","Amines",NA,NA,NA,NA,0.00439211883082379,0.0190748313486139,0.0195739597118759,1568
"(1r,4z,9r)-4-(methoxymethyl)-11,11-dimethyl-8-methylidenebicyclo[7.2.0]undec-4-en-3-one",249.18498,7.511,"","","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids",NA,NA,NA,NA,0.00495197688645259,-0.0189029851339349,0.019540852644082,1569
"2-hydroxy pelargonic acid",173.11856,5.773,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,0.0108980972048805,-0.0162014602763032,0.019525773679208,1570
"n,6,13-trimethyl-16-oxo-7-azapentacyclo[10.8.0.0,.0,.0,]icosa-14,17-diene-7-carboximidic acid",367.2435,8.904,"","","Unknown","","",NA,NA,NA,NA,-0.0178755126152135,-0.00784037789544384,0.0195193615879214,1571
"(E)-8-(1-(hydroxyimino)ethyl)-4,9-dimethyl-2H-furo[2,3-h]chromen-2-one",272.09232,4.48,"","","Phenylpropanoids and polyketides","Coumarins and derivatives","Furanocoumarins",NA,NA,NA,NA,0.00881972200098665,-0.017396447403822,0.0195044579121962,1572
"4,10,11-trihydroxy-2,4a,6a,9,12b,14a-hexamethyl-1,2,3,4,4a,5,6,6a,8,12b,13,14,14a,14b-tetradecahydropicene-3,6-dione",451.27267,7.738,"","","Lipids and lipid-like molecules","Steroids and steroid derivatives","Hydroxysteroids",NA,NA,NA,NA,-0.00115152221110133,0.0194633636270763,0.0194973979567135,1573
"Acenaphthylene",153.07687,6.743,"HMDB0247900","","Benzenoids","Acenaphthylenes","",NA,NA,NA,NA,0.0167313560096746,-0.00996084380406051,0.0194719460560922,1574
"7-Hydroxy-4-(3-methylbutoxy)-2H-1-benzopyran-2-one",247.09731,4.77,"","","Phenylpropanoids and polyketides","Coumarins and derivatives","Hydroxycoumarins",NA,NA,NA,NA,0.0121776536413648,-0.0151534972241049,0.0194402604491298,1575
"Cyclohexylamine",100.01373,7.192,"HMDB0031404","C00571","Organic nitrogen compounds","Organonitrogen compounds","Cyclohexylamines",NA,NA,NA,NA,-0.0110498747146653,0.0158559419300787,0.0193264229928828,1576
"4-Methoxy-6-pentyl-2H-pyran-2-one",197.11728,7.156,"","","Organic acids and derivatives","Hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives",NA,NA,NA,NA,0.0125629621934475,0.0146090236914943,0.0192678901878911,1577
"3,7,11,15-Tetramethyl-6,10,14-hexadecatrien-1-ol",293.28424,8.211,"","","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids",NA,NA,NA,NA,0.0160771484845093,0.0105723086043501,0.0192418401567671,1578
"Mollicellin O",397.16403,7.635,"","","Phenylpropanoids and polyketides","Depsides and depsidones","",NA,NA,NA,NA,-0.019215970459625,0.00097823990143981,0.0192408542952217,1579
"Ajugasalicigenin",509.34341,8.896,"","","Unknown","","",NA,NA,NA,NA,0.0162803944970193,-0.010235926283125,0.0192308458433878,1580
"Cer(t18:1(11E)/16:0(2OH))",568.4931,8.214,"","","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols",NA,NA,NA,NA,0.0191078057091162,-0.00189375629028228,0.0192014205699557,1581
"13-methoxy-heneicosanoic acid",355.32153,8.181,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,0.0160078540132518,0.0105645174504486,0.01917968766874,1582
"(4E,10E)-18-benzyl-7-hydroxy-6,8,15,16-tetramethyl-2,14-dioxa-19-azatetracyclo[10.8.0.01,17.013,15]icosa-4,10-diene-3,20-dione",466.25827,7.615,"","","Organoheterocyclic compounds","Isoindoles and derivatives","Isoindolines",NA,NA,NA,NA,0.00903546796929453,-0.0169157355569315,0.0191776377809203,1583
"3alpha,7beta-Dihydroxytropane",158.11774,8.132,"","","Unknown","","",NA,NA,NA,NA,-0.000176716295099522,0.0191567366425126,0.0191575517078654,1584
"4-(4-methylphenyl)pentan-2-one",177.12704,5.287,"","","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids",NA,NA,NA,NA,-0.0161483316360995,0.0102914449967017,0.0191489544035592,1585
"3-Oxo-11,13(18)-oleandien-28-oic acid",453.34363,4.19,"","","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids",NA,NA,NA,NA,0.0136037712823896,0.0133683734936413,0.019072912807672,1586
"Delnuttaline",384.18124,7.753,"","","Unknown","","",NA,NA,NA,NA,0.000972517038361283,0.0190384913720179,0.0190633140642519,1587
"(3R)-3alpha,7beta-Dimethyl-6-(3-oxobutyl)-3,3aalpha,4,7,8,8abeta-hexahydro-2H-cyclohepta[b]furan-2-one",249.15007,6.749,"","","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids",NA,NA,NA,NA,-0.0183798132466628,0.00504060671111757,0.0190584692721731,1588
"Smyrnicordi-8-enolide",245.11679,5.833,"","","Unknown","","",NA,NA,NA,NA,0.0184272849561308,0.00474002953381062,0.0190271571927033,1589
"homoxanthocidin",241.10825,4.902,"","","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids",NA,NA,NA,NA,-0.0189422609452964,0.00168460836968894,0.0190170227711628,1590
"Malate",132.99193,4.633,"HMDB0000156","C00711","Organic acids and derivatives","Hydroxy acids and derivatives","Beta hydroxy acids and derivatives",NA,NA,NA,NA,0.0154267860309771,0.0110492832844671,0.018975573465536,1591
"Sesquiterpenoid 2",311.21866,7.444,"","","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids",NA,NA,NA,NA,-0.00879877309232056,0.0167789577256117,0.0189460241287719,1592
"alpha-kamlolenic acid",293.21228,7.535,"","","Lipids and lipid-like molecules","Fatty Acyls","Lineolic acids and derivatives",NA,NA,NA,NA,-0.0185338300625928,-0.00339543477955767,0.0188422884526084,1593
"1,5-Secovibralactone",207.10245,5.599,"","","Unknown","","",NA,NA,NA,NA,-0.0155808330512327,0.0105450099068556,0.0188138138745462,1594
"Rhodinose",131.07153,4.04,"","","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds",NA,NA,NA,NA,0.00878800348427191,0.0166330570668328,0.018811900292849,1595
"Decanedioic acid",201.11296,4.995,"HMDB0000792","C08277","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,0.0107319313765256,-0.0154249921259484,0.0187910812130656,1596
"2,4,6-Trihydroxy-3-(3,3-Dimethylallyl)Acetophenone",237.11238,6.952,"","","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds",NA,NA,NA,NA,0.0141412231318025,0.0123388992454228,0.0187675951110451,1597
"8-hydroxy-2,6-dimethyloct-2-enoic acid",187.13303,4.486,"","","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids",NA,NA,NA,NA,-0.0183619788558412,-0.00386210832372731,0.0187637455804155,1598
"Ustethylin B",209.07982,4.626,"","","Benzenoids","Phenols","Methoxyphenols",NA,NA,NA,NA,0.0152626255970449,-0.0108968717060726,0.0187533877764573,1599
"1-[(4as,8s)-8-hydroxy-4a,8-dimethyl-1,4,5,6,7,8a-hexahydronaphthalen-2-yl]ethanone",221.15446,7.434,"","","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols",NA,NA,NA,NA,0.0155608860235575,0.0104500013322414,0.0187441644700956,1600
"(1s,3r,9r,10s,13r)-3-methoxy-6,9,10-trimethyl-4,14-dioxatetracyclo[7.5.0.0,.0,]tetradec-6-en-5-one",277.14386,6.452,"","","Unknown","","",NA,NA,NA,NA,-0.00177938273665309,-0.0186451383127941,0.0187298527924467,1601
"6-CARBOXYHEXANOATE",159.06607,4.041,"HMDB0000857","C02656","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,0.0117094444202539,-0.0145967871382648,0.0187130244319519,1602
"Lanyuamide Ii",292.22443,7.17,"","","Unknown","","",NA,NA,NA,NA,0.00294760816820946,-0.0184284592898909,0.0186627036013666,1603
"5-Hydroxymethyl-uracil",143.03929,9.602,"HMDB0000469","C03088","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives",NA,NA,NA,NA,0.0114141568398648,0.0147513332962139,0.0186516704447891,1604
"(2R,3S,5S)-5-[(Z)-1-chlorohex-3-en-5-ynyl]-2-[(Z)-3-hydroxypent-1-enyl]oxolan-3-ol",283.10999,6.692,"","","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates",NA,NA,NA,NA,0.0117871855570402,-0.0143936083006609,0.0186041313494866,1605
"Carboxycyclohexane",127.0765,4.409,"HMDB0031342","C09822","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acids",NA,NA,NA,NA,-0.00604987141426192,-0.0175111633305927,0.0185267856175808,1606
"Tetradecanedioic acid",257.17572,6.33,"HMDB0000872","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,0.00789713350413304,-0.0166949919827687,0.0184685536760953,1607
"3-methyl-hexadecanedioic acid",299.22205,6.826,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,-0.0183745478693212,0.00168845062343354,0.018451961275424,1608
"Undecanedioic acid",215.12918,5.344,"HMDB0000888","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,0.0172523644369417,0.00627101621579594,0.0183567350867148,1609
"N-oleoyl threonine",382.29456,7.308,"","","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",NA,NA,NA,NA,-0.0157936574723033,-0.00934597125357378,0.0183517518244191,1610
"3R-hydroxy-5Z-dodecenoic acid",215.18378,5.32,"","","Organic acids and derivatives","Hydroxy acids and derivatives","Medium-chain hydroxy acids and derivatives",NA,NA,NA,NA,-0.008679413494112,0.0161458254895194,0.0183308455707801,1611
"Pseudoalteromone B",255.19511,6.552,"","","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids",NA,NA,NA,NA,0.0124754946293828,-0.0134046619508889,0.0183118248207372,1612
"4,5-dihydroxy-7-methylphthalide",179.03497,4.445,"","","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives",NA,NA,NA,NA,-0.0182022761332602,0.000596358745821273,0.01821204272412,1613
"callicarpic acid B",329.17566,8.328,"","","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds",NA,NA,NA,NA,0.0106291162772497,-0.014784054218511,0.0182084148670654,1614
"(2r,3s,4s,5r,6r)-2-(hydroxymethyl)-6-{[(1r,4s,10s,11s,13r)-11,13,15-trihydroxy-5,5,9-trimethyl-14-methylidenetetracyclo[11.2.1.0,.0,]hexadecan-6-yl]oxy}oxane-3,4,5-triol",497.27786,8.754,"","","Unknown","","",NA,NA,NA,NA,-0.00346611421256045,0.0178747889551267,0.0182077463713891,1615
"14-oxa-7-azatetracyclo[6.6.1.0,.0,]pentadec-10-en-13-one",220.13097,3.554,"","","Unknown","","",NA,NA,NA,NA,0.00810021321157715,-0.0162949288928101,0.0181972020292886,1616
"(1s,2s,8r)-2-methyl-7-methylidenetricyclo[6.2.1.0,]undecan-6-one",191.14275,7.29,"","","Unknown","","",NA,NA,NA,NA,0.00113941782979589,0.0181527928225387,0.0181885172636163,1617
"3-keto palmitic acid",269.21228,7.915,"HMDB0010733","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,-0.0163404305764819,0.00786724260879229,0.0181356879574617,1618
"Ginsenoside Rh3",627.42169,4.095,"HMDB0039645","","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids",NA,NA,NA,NA,0.0178964124638175,-0.0027572377774981,0.018107565800978,1619
"2,2,6,8-tetramethyl-7,11-dioxatricyclo[6.2.1.0,]undec-4-ene",209.15324,7.083,"","","Unknown","","",NA,NA,NA,NA,0.0156447250888016,0.00902169129769709,0.018059577430691,1620
"2-Pentyl-4-(hydroxymethyl)furan-3-carboxylic acid",211.09779,5.351,"","","Organoheterocyclic compounds","Dihydrofurans","Furanones",NA,NA,NA,NA,0.0176700662298073,-0.00358835309265756,0.0180307381569186,1621
"(3S,6S)-3,6-Bis(4-Acetamidobutyl)Piperazine-2,5-Dione",339.1998,5.562,"","","Organic acids and derivatives","Carboximidic acids and derivatives","Carboximidic acids",NA,NA,NA,NA,-0.00208214266389389,-0.017894870539127,0.0180155962900184,1622
"Plecmillin B",349.07504,7.989,"","","Benzenoids","Perylenequinones","",NA,NA,NA,NA,0.017002166005699,0.00592968854557007,0.018006522571913,1623
"Kaempferide",299.05576,5.402,"HMDB0037441","C10098","Phenylpropanoids and polyketides","Flavonoids","Flavones",NA,NA,NA,NA,0.0127767613316226,0.0125391942441595,0.0179018720366895,1624
"Sw-B",210.18544,8.292,"","","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives",NA,NA,NA,NA,-0.0159154819883788,0.00813611098187373,0.0178745312898486,1625
"8E-Hydroxy-4,8-dimethyl-4,9-decadienal",195.13873,6.621,"","","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids",NA,NA,NA,NA,-0.0156834088942117,-0.00849177812945413,0.0178347865236149,1626
