Name,m/z,RT [min],HMDB,KEGG,Super_Class,Class,Sub_Class,log2FC_Processing_1,log2FC_Processing_2,log2FC_Processing_3,log2FC_Processing_4,YS0_F-1,YS0_F-2,YS0_F-3,YS25_F-1,YS25_F-2,YS25_F-3,YS50_F-1,YS50_F-2,YS50_F-3,YS75_F-1,YS75_F-2,YS75_F-3,YS100_F-1,YS100_F-2,YS100_F-3
RAFFINOSE,522.2016,0.624,HMDB0003213,C00492,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,,,,,5116301.569388074,4220978.974447729,4615745.940164198,2884018.9342101645,2421478.623874411,2571691.922915424,1500150.0982779604,1641835.974658021,1662064.0440640184,2835446.6605649684,2536945.628296215,2465856.4481388154,2168490.2971151792,2544603.7143887426,2660283.3084960775
"6-chloro-2,5,16-trihydroxy-17-{2-hydroxy-1,6-dimethyl-3,7-dioxabicyclo[4.1.0]heptan-4-yl}-11,15-dimethylpentacyclo[14.2.1.0,.0,.0,]nonadec-8-en-10-one",523.24487,8.241,,,,,,,,,,1208616.8373345977,1155543.072679409,1098558.2029859931,3358378.426738661,3014185.3482264113,3505792.368034927,2284806.473677938,2676286.1146870223,2321454.196635042,3200438.2021959284,3394222.333849879,3385310.9739541938,3046108.523073903,2581943.0095483586,2957738.1883777385
"8-[(7-hydroxy-5-methoxy-2-phenyl-3,4-dihydro-2h-1-benzopyran-6-yl)methyl]-5-methoxy-2-phenyl-3,4-dihydro-2h-1-benzopyran-7-ol",525.22375,8.364,,,Phenylpropanoids and polyketides,Flavonoids,O-methylated flavonoids,,,,,2151406.5973243373,2050916.1275387658,2267898.520136898,5019568.733416268,5671203.570608979,5944305.848974753,4493176.637089086,3238214.1886297525,4000667.2372811623,4187446.3885474117,3527623.2479786016,3582489.786473986,4747270.921474048,4026162.190168356,4071363.9633575976
Okaramine L,525.28729,4.05,,,Organoheterocyclic compounds,Indoles and derivatives,Pyrroloindoles,,,,,375595.3957167063,348328.7120048958,382837.7831783981,450375.7061708576,463812.51873884496,548524.3388902975,614071.4303806918,450131.27806416154,515840.82585514657,406506.35077799665,421305.5973735098,380069.98634849366,642639.0709860983,565593.9509638044,581838.2971500972
"1-[5-(3,3-dimethyloxiran-2-yl)-2-hydroxyoxolan-3-yl]-3b,6,6,9a,11a-pentamethyl-7-oxo-1H,2H,3bH,4H,5H,5aH,6H,7H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-4-yl acetate",527.33502,8.311,,,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,,,,,8302049.184519812,9265388.873648934,9963871.688831251,324512.25287867594,322955.6399180039,336854.18000332004,198133.40466622208,171134.27846723175,179056.39946654622,202054.07264355413,190068.23016563038,176201.07609081548,173499.6236131499,198411.04050728903,178700.42227956103
Takanawaene A,537.33826,7.639,,,Phenylpropanoids and polyketides,Macrolides and analogues,,,,,,2486513.3182146642,2213906.7601122735,2493542.0646730624,1921689.9864914515,2210225.874264019,2093540.7452445293,2558464.2903605327,2450107.1619387465,2512117.6097007208,2191577.837759443,2533031.179760948,2028421.024479608,1641759.0340754327,1661347.1628312678,1988797.5750933
Gelseiridone,539.23889,8.53,,,Lipids and lipid-like molecules,Prenol lipids,Terpene lactones,,,,,1539790.6892972179,1773048.2329610845,1884494.9017416977,1910256.8937802666,2254568.0870392565,2155770.8351804772,33981186.83993407,27212088.55626051,35164515.6438054,748573.0239679584,747895.353566655,696471.4763653864,1492754.6723080268,1584467.7482519918,1549317.702439981
Anomanolide D,539.24292,7.899,,,Lipids and lipid-like molecules,Steroids and steroid derivatives,Oxosteroids,,,,,3541941.698998036,4134559.3507026704,3702602.5432992936,3199813.3743917,3707185.224731044,3678327.529877256,4180729.4597757002,3865317.594436488,4623359.646787811,3319207.2799736704,3044896.48038612,3767603.2946402086,3607109.7232771576,3939845.052388132,3619164.747334712
Talbotaflavone,541.11871,0.552,,,,,,,,,,2444624.817915206,2758940.913002547,2689143.584082247,2332373.0771042816,2261466.2230497007,2449310.0318460185,2117880.0959788384,2091541.6486289566,2164695.8713922054,2361506.09637763,2455018.275315149,2277772.8213072214,2105309.9991166363,2034899.4307652963,2449618.065118067
Citrumarin B,541.2207,7.866,,,Phenylpropanoids and polyketides,Coumarins and derivatives,Pyranocoumarins,,,,,4109533.3476074645,4191785.0726477895,4030764.7527447473,2478393.0279265386,2402503.036673082,2498958.46840038,2609711.03496757,2467433.8297314458,2974009.3333009845,2599770.0822071536,2581285.3793823975,2534829.8664104487,4016251.7025949988,3044849.375686542,3581263.9247184587
"(1r,2s,4s,6r,7s,10s,11r,18r)-7,11-dimethyl-14-oxo-6-[(1r)-1-[(3r,5s)-1,5,6,6-tetramethyl-2,7,8-trioxabicyclo[3.2.1]octan-3-yl]ethyl]-5-oxapentacyclo[8.8.0.0,.0,.0,]octadeca-12,15-dien-18-yl acetate",541.31531,9.058,,,,,,,,,,440991.5493990761,533690.5339486579,688266.111052266,241713.33820497498,258736.84201041685,262591.8703846082,449256.65475790604,427221.06025999633,399671.6461820975,189410.8782256758,191974.9289386928,178281.98883563135,417843.32709912304,386722.7905609568,454663.92933992017
"PC(0:0/20:4(5Z,8Z,11Z,14Z))",544.3399,6.974,HMDB0061699,,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphocholines,,,,,188902.21606258652,178643.97220549258,180685.39443192095,225956.04668560615,276327.2147691156,302018.70894527814,222438.7784152242,213813.65991767173,183190.60606710412,208198.01470302726,184164.70058610613,216285.04241086662,242365.85977271115,261559.41398493585,247354.06184235285
Scytonemin,545.14911,7.593,,,Organoheterocyclic compounds,Indoles and derivatives,,,,,,51405619.390779875,59662786.96689983,52466549.3123203,125477961.19225049,152408675.02784878,153426363.17990083,138843733.56725,139814772.29425174,158299456.43849823,46643369.21951832,56417234.301602,57504326.2288797,168699275.22515714,203480830.72807154,177920713.74677128
"(1s,2s,7r,8r,9s,10s,12s,13s,16r)-7,8,10-tris(acetyloxy)-12,13-dihydroxy-5,9-dimethyl-2-(prop-1-en-2-yl)-15-oxatetracyclo[7.6.1.0,.0,]hexadec-4-en-4-yl acetate",551.24274,7.882,,,,,,,,,,7654663.763025712,7787944.549273668,8387918.030700622,6092816.411031869,5987135.12933063,7455524.152637499,8853759.831255825,7082482.144796365,6940410.30694781,10069554.338789996,9113508.725650482,11474919.10555952,5902063.816693724,5861642.1979532065,6668599.760353071
Gomisin D,553.20544,6.518,HMDB0252911,C17816,Phenylpropanoids and polyketides,Tannins,Hydrolyzable tannins,,,,,366084.5154954693,323704.46507558663,419750.5329289438,657966.3409970208,643392.8216717975,697675.5160311816,411250.94220512296,349160.0613109599,319704.4178839171,441409.29191831156,534818.4871138048,449335.21026788355,60664.27625079403,59601.19815374014,53631.00747546584
rankiniridine,553.25641,8.711,,,Alkaloids and derivatives,Gelsemium alkaloids,,,,,,10565945.498432878,10223829.782236638,10500361.519330487,12440651.381565565,11468148.24186704,12862116.796567395,18361327.68558014,12208933.194633355,11738428.169786502,16851674.578329645,16142540.460831938,16820624.37083841,15932081.805926485,13714703.442857001,14375620.26121652
"2-[(2R,4aS,8S,8aS)-8-[2-[(4aS,7R,8aR)-7-(1-carboxyethenyl)-1-hydroxy-4a-methyl-2-oxo-6,7,8,8a-tetrahydro-5H-naphthalen-1-yl]ethyl]-4a-methyl-7-oxo-1,2,3,4,8,8a-hexahydronaphthalen-2-yl]prop-2-enoic acid",555.23438,8.0,,,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,,,,,2191312.2359122164,2244447.244875719,2138307.016212064,2587158.289186467,2814635.197072623,3173849.4907409097,3753938.2626158884,3708417.824247616,3713300.7301364928,4607092.010464353,4097719.924292555,4144717.613243091,2716676.5898096426,3530157.161352502,3662743.091837856
Cer(t18:0/16:0),556.52795,8.235,HMDB0010697,,Lipids and lipid-like molecules,Sphingolipids,Ceramides,,,,,7514530.5477960035,6122351.605743288,7825779.16346071,3623492.2006414793,4175205.7559914305,4479666.89836709,6040771.893891665,4814702.547186754,5753412.166921578,11421096.641672403,10599317.596356977,12505312.741970623,13039738.790812366,11549539.823245065,11352970.695942568
"(2S,2's,3R)-2'-(3,4-Dihydroxyphenyl)-5,5',7,7'-Tetrahydroxy-2-(4-Hydroxyphenyl)-3,8'-Bichroman-4,4'-Dione",559.13007,9.317,,,Phenylpropanoids and polyketides,Flavonoids,Biflavonoids and polyflavonoids,,,,,4259390.358054354,4495060.555752111,5024755.246193535,3372557.098823709,3148867.740684272,3189783.7294920194,5194692.874217605,5241122.0828922065,5091120.0428901855,8803856.634403592,8613058.788510995,9088513.517085414,4577087.869800239,3887535.4322979487,4276456.611901812
"7'-ethylidene-5'-{[4-hydroxy-4-(hydroxymethyl)-5-methyl-2-oxo-tetrahydrocyclopenta[b]furan-3-ylidene]methyl}-1,6-dimethoxy-11'-oxa-5'-azaspiro[indole-3,2'-tricyclo[6.3.1.0,]dodecan]-2-one",567.27582,8.248,,,Alkaloids and derivatives,Gelsemium alkaloids,,,,,,2440692.997583285,2459623.9934554053,2461177.232961309,2559841.2463590964,2857514.1728907316,2279106.5767501714,2925347.6832294357,2734874.9336069464,2801691.1581636183,3162533.3456336893,2961934.392376258,3780359.6069900542,3505242.8523630523,2481596.1054790737,3821097.972157875
protoporphyrinogen IX,569.31274,4.118,HMDB0001097,C01079,Organoheterocyclic compounds,Tetrapyrroles and derivatives,Porphyrins,,,,,310464.93228048657,298137.18707223353,326258.35674728017,394323.6507462324,379199.6123423172,360584.6346114503,563710.6814608019,473648.3919399692,481968.62519922905,359647.55986564606,377946.103114516,405553.2590198378,514663.47465594293,488159.70977381105,540884.1344702459
Georatusin,569.40259,8.88,,,Phenylpropanoids and polyketides,Macrolide lactams,,,,,,5953749.585878351,5866620.152597503,5385825.09852415,17108902.472289152,15012174.128820408,17490530.478890453,41753444.647325546,37460867.39397954,37245889.108694896,37443090.322666876,39577596.353278264,36561041.234054856,13969029.982572742,15211982.77524483,15793338.86218242
"8,10,16,22-tetrahydroxy-9-methoxy-7,14,18-trimethyl-19-(5-oxo-2h-furan-3-yl)-4,6,11-trioxahexacyclo[12.11.0.0,.0,.0,.0,]pentacosan-17-one",579.27472,8.223,,,,,,,,,,4382376.520390717,4927635.155535978,4926638.105073304,4721342.543139435,4296321.910468071,4431741.278392493,6813679.186125376,5160471.269558243,6581385.59331638,9039317.958562786,9394207.886039704,9057681.64839751,3656566.2123369924,3670250.203726686,3859345.5729363225
"5,14-diethyl-2,11,20,23-tetramethyl-4,13,22,28,29,30-hexaoxatetracyclo[23.2.1.1,.1,]triacontane-3,12,21-trione",581.36444,7.623,,,,,,,,,,996874.3219995251,825538.1098013131,903916.758299162,622493.7007552651,780396.966181688,641113.6280630471,787402.7904273792,826335.7016619936,860772.7596106272,691684.0841391074,683639.2838529513,710161.9939079413,780495.5964974841,751195.9703180267,902966.8646844892
Cer(t18:0/18:0),584.56165,8.704,,,Lipids and lipid-like molecules,Sphingolipids,Ceramides,,,,,2827806.1377945533,2463881.0327179315,2505811.4444875163,2181538.5589806447,2440527.4212441077,2469104.513775248,4962972.959926676,3677622.8645704715,3929086.211502854,3689237.8762646313,4203320.589947454,3331504.130787914,3989255.035115988,4801049.8601742955,5081565.759709715
"(3aR)-2,10beta,11,11-Tetramethyl-3-oxo-10abeta-hydroxy-5-hydroxymethyl-8beta-(decanoyloxy)-9alpha-(tiglyloxy)-7,8-methano-3,3abeta,4,6aalpha,7beta,8,9,10,10a,10bbeta-decahydrobenzo[e]azulene",585.37311,3.504,,,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,,,,,12762078.91256986,11580578.189666819,14661588.797763325,5139364.002728722,4812186.981911367,4972407.646359911,16305658.209084794,17218479.616194565,14076006.634720651,11170383.45992015,11131117.52657787,10729815.803501979,10476434.337432414,10363105.610107653,10990795.902459932
"[(1R,2R,3R,4R,7S,10R,11R,14S)-2,3,10-triacetyloxy-4,14,15,15-tetramethyl-8-methylidene-13-oxo-7-tetracyclo[9.3.1.01,9.04,9]pentadecanyl] (E)-3-phenylprop-2-enoate",607.28979,9.059,,,Lipids and lipid-like molecules,Prenol lipids,Diterpenoids,,,,,1196068.2327464737,1257411.863283795,1473296.3289697312,23070653.89414861,21747932.076472715,25723031.10937867,2412463.1552755125,2225836.5320228213,2319708.012701666,1311171.3552355275,1274123.8393436938,1604341.470420778,2305999.1068767705,2193334.0064660697,2563699.93365716
"DG(18:1(9Z)/18:3(9Z,12Z,15Z)/0:0)[iso2]",617.51361,8.604,,,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,,,,,821532.9871199823,807040.8180467377,867929.1916332799,355622.2863756458,417836.475927277,369370.0384970773,374535.6430957573,348222.6497783964,307766.6026258462,557574.4056276774,640034.100017044,643422.4181552785,50133.77479092466,56010.924462106486,52487.24559696886
Grossamide,625.25244,6.739,HMDB0040370,,Phenylpropanoids and polyketides,2-arylbenzofuran flavonoids,,,,,,118312.59848613355,126371.56821658839,125952.89699727806,18570.19623605886,20138.007034271224,22053.648679669914,39165.45829871094,37232.08269525339,40752.71058603567,50879.25065723737,47937.43080380462,53555.89844895799,542180.5098544082,516204.77202006703,478319.26752552483
Ginsenoside Rh3,627.42169,4.095,HMDB0039645,,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,,,,,164161.25671381628,141260.06873323725,188571.34865294644,529696.6031567407,541064.3889667513,532135.080276508,889140.3002462742,790470.3936698033,853133.5436839226,2180442.7863524756,2396755.2388275634,2454609.692819961,122184.34166433896,134168.75068148095,117138.97175418006
"2-[3,4-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]phenyl]-5,7-dihydroxychromen-4-one",628.19592,9.261,,,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,,,,,6143497.936111616,5689321.387986959,5353392.488901421,11607530.249557799,11831015.06779455,11201425.802647643,14135283.324945766,12597713.865115754,12071568.139938485,7608364.718817101,7462725.602127717,7114553.041055182,28379372.62885472,27738164.64410302,33274823.797042258
Plastin C,629.40173,8.905,,,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",,,,,426792.5709710226,454952.28035772726,470880.89057125006,3912128.177150208,4049866.069870251,4449413.590979539,2528733.468373139,1982947.1252181584,2464240.6944087017,3855327.349412131,3929731.8376827547,3661349.6699051135,2430337.435769988,2540799.3473391724,2337864.2898908397
2''-O-beta-L-galactopyranosylorientin,633.14893,9.293,,,,,,,,,,1669049.4020872489,1482251.5256693217,1752499.2942434298,1405401.7833096113,1536091.558650712,1779672.6550396767,1264676.5799171492,1086412.2400849226,1230571.534997928,1867692.2989508337,1648328.0074679423,2140347.738581224,6157814.708328121,6103286.23883789,6739136.294833985
"4-(5-(7-chloro-5'-hydroxy-4,6-dimethoxy-3'-(methoxycarbonyl)-2',7'-dimethyl-3-oxo-7',8'-dihydro-3H,4'H-spiro[benzofuran-2,6'-quinolin]-4'-yl)furan-2-yl)benzoic acid",634.14929,9.196,,,Organoheterocyclic compounds,Benzofurans,,,,,,483418.2433252212,482018.46917661256,496777.8065981662,606635.2158883011,578384.7293533514,656736.3527583475,921566.7689835926,870913.5029687543,918876.522947653,626623.4661702515,732297.457684333,662164.7256454158,695807.0214119849,927865.0098458875,899080.2920421278
"9,9-Oxybis8-Hydroxy-5,6-Dimethoxy-2-Propyl-4H-Benzo[G]Chromen-4-One",643.22687,9.269,,,Organoheterocyclic compounds,Naphthopyrans,Naphthopyranones,,,,,656939.8877570892,754239.1586213766,725128.8025215341,517171.5023960115,584165.6481461643,555665.5919578241,3621362.282405405,3269141.1926357322,3273216.879958864,82112.03408955899,75200.69144433575,78235.49007610526,392649.4922662593,522625.60926306614,485394.4859706748
Agn-Pc-046O6K,643.29053,8.374,,,Organic acids and derivatives,Peptidomimetics,Depsipeptides,,,,,6686604.972491074,6929023.761248566,8164701.8572603585,6956566.69335116,5282267.940021051,5600903.878627788,7446995.86440775,6799229.474384611,7017218.638207641,5013331.482508549,5038203.323602226,6008869.826889225,8973301.953200825,7788116.618813379,7894713.1199857965
"DG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/0:0)[iso2]",643.52515,8.82,,,Lipids and lipid-like molecules,Glycerolipids,Diradylglycerols,,,,,3662162.865249206,4173789.560949212,4298387.129801581,364725.0405730926,378968.6784873639,360473.4586395435,86510.9642640576,74010.4277821641,86520.91523377827,351452.3746918211,343577.87447492423,358998.57563325454,148775.38543765317,205077.19384888257,192334.03601346418
"methyl 3,20-diethyl-38-hydroxy-4-oxa-6,16,24,34-tetraazaundecacyclo[25.10.1.1,.0,.0,.0,.0,.0,.0,.0,.0,]nonatriaconta-7,9,11,18,28,30,32,35-octaene-36-carboxylate",647.35907,9.035,,,,,,,,,,339249.9280112033,316346.61660403165,392086.52538476494,177853.6017107271,222447.5653014698,236732.97378780317,110766.5383832686,109887.43887723146,144874.7443394999,149980.76255627075,177821.58020390332,142976.58963982598,38112.13021998527,46695.140283684515,39586.84347633022
"methyl 12-{17-ethyl-6-methoxy-3,13-diazapentacyclo[13.3.1.0,.0,.0,]nonadeca-2(10),4,6,8-tetraen-5-yl}-15-ethylidene-17-methyl-10,17-diazatetracyclo[12.3.1.0,.0,]octadeca-3(11),4,6,8-tetraene-18-carboxylate",647.39282,8.881,,,,,,,,,,25133953.440091196,25493101.80211299,23839129.857795812,21069215.71956989,21696469.49779386,22402112.05263625,16055161.01152742,12695565.669092644,15965612.549379935,16085385.39029933,16578165.692556426,16196429.307144243,16134019.987341886,17333637.807441335,16926092.96521679
Stachyose,667.23114,0.626,HMDB0003553,C01613,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,,,,,8434036.308800511,9313731.121433485,9071833.335766004,2963878.9736198583,2697333.8470667275,3199431.2543134145,2132122.7279150006,1858021.572321041,1866410.7267639588,3440074.2869685614,3322496.7720818073,2992123.607949632,3739227.6343459887,3508577.992283504,3881555.2233705088
"(2R,3R,4S,5S,6R)-2-[(E)-5-[(1R,4aS,5S,6R,8aS)-6-hydroxy-5,8a-dimethyl-2-methylidene-5-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]-3-methylpent-2-enoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",669.34149,8.526,,,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,,,,,1690133.884124396,1506357.3649653515,1556521.9199102526,1467096.132909132,1605249.495014166,1733964.3920767023,1668201.2000046147,1510300.6299715408,1706745.9060238446,1743675.1787730209,1850932.1142932493,1943542.2359337301,1730668.3992211274,1774172.5655327442,1895054.6442461289
